id,title,date,country
US206492422,"Method and device for selecting data content to be pushed to terminal, and non-transitory computer storage medium",31.07.2017,US
US356967448,ANTIBODY,17.01.2020,US
CN296054391,Recursive mapping algorithm for extracting estimated college and major shift score based on key factor,28.12.2019,CN
CN338714366,Personalized recommendation method and system for college entrance examination application,27.05.2021,CN
US133780103,Metabolomics in pneumonia and sepsis,25.06.2013,US
WO2020206130,ELECTRONIC COORDINATION OF HEALTHCARE AND ASSOCIATED DISEASE REGISTRY,02.04.2020,WO
CN298609043,College entrance examination admission score prediction algorithm based on online percentage regression model,14.12.2018,CN
WO2007088349,USE OF ANTI-VIMENTIN ANTIBODIES IN DIAGNOSIS OF HYPERTENSION OR HEART FAILURE,01.02.2007,WO
IN211688126,Web System Framework and Methodology for Making Personalized e-learning,11.04.2014,IN
IN378344935,SYSTEM AND METHOD FOR MANAGEMENT OF SCHOOL PORTAL,04.10.2022,IN
IN395400544,SYSTEM AND METHOD OF PROVIDING GUIDANCE TO STUDENTS SEEKING HELP REGARDING THEIR ADMISSIONS,28.03.2023,IN
NZ179055999,Computer implemented methods of language learning,12.07.2004,NZ
AU194146235,TOPICAL COMPOSITION CONTAINING IBUPROFEN,01.02.2016,AU
AU181677948,TOPICAL COMPOSITION CONTAINING IBUPROFEN,25.06.2015,AU
AU237978015,TOPICAL COMPOSITIONS,07.02.2019,AU
AU202620872,TOPICAL COMPOSITIONS,20.07.2017,AU
IN394087445,MODERN MULTI-PURPOSE CHAIR WITH PORTABLE SOLAR PHOTOVOLTAIC WITH BATTERY MODULE,11.01.2023,IN
CN446865136,一种风电机组用多芯线缆端子自动压接机,21.10.2024,CN
US41675346,Frozen food production,17.11.2005,US
US43436343,METHODS AND SYSTEMS FOR TREATMENT AND/OR DIAGNOSIS,02.03.2010,US
CA94479519,METHODS AND SYSTEMS FOR TREATMENT AND/OR DIAGNOSIS,02.03.2010,CA
CA94279972,FROZEN FOOD PRODUCTION,17.11.2005,CA
AU181357719,Frozen food production,17.11.2005,AU
IN211737297,NOVEL HEALTH PROMOTING FUNCTIONAL DRING FORMULATION,05.08.2014,IN
IN346040925,DIGITAL TIME AND TIME TABLE,23.11.2021,IN
US40153242,"Multi-purpose terminal, payroll and work management system and related methods",27.06.2002,US
IN327428957,A DIGITAL USER CREDENTIAL TIMELINE SYSTEM,22.08.2016,IN
US73309009,Topical composition containing ibuprofen,24.06.2009,US
US95991909,Delivery of ibuprofen and other compounds,30.10.2013,US
US96388728,Delivery of ibuprofen and other compounds,05.11.2013,US
US154006540,Delivery of ibuprofen and other compounds,01.09.2015,US
PH278456796,TOPICAL COMPOSITION CONTAINING IBUPROFEN,24.06.2009,PH
EP45862244,TOPISCHE ZUSAMMENSETZUNG MIT IBUPROFEN,24.06.2009,EP
EP175357533,TOPISCHE ZUSAMMENSETZUNG,24.06.2009,EP
CA94539636,TOPICAL COMPOSITIONS CONTAINING IBUPROFEN OR SILDENAFIL,24.06.2009,CA
AU181495744,Topical composition containing ibuprofen,24.06.2009,AU
WO2010151240,TOPICAL COMPOSITION CONTAINING IBUPROFEN,24.06.2009,WO
CN424843138,Chemical safety production practical training device and control system,24.10.2023,CN
CA391116559,AGGREGATION OF NOISY DATASETS INTO MASTER FIRMOGRAPHIC DATABASE,29.06.2021,CA
US185322331,"Quantified Well-Being Evaluations, Improvement Programs and Scientific Wellness Video Games",11.06.2015,US
CN313345909,Talent adaptation method and system based on gene detection and character evaluation and memory,12.08.2020,CN
WO2011112752,ELECTRONIC TRANSACTION TECHNIQUES IMPLEMENTED OVER A COMPUTER NETWORK,09.03.2011,WO
AU180951792,Training method using industry and university collaboration,26.09.2000,AU
CA93993885,TRAINING METHOD USING INDUSTRY AND UNIVERSITY COLLABORATION,26.09.2000,CA
CN446844375,多功能腿部固定设备,15.11.2024,CN
US76302014,Participant grouping for enhanced interactive experience,27.04.2012,US
CN365385000,Load releasing mechanism for modularized conveyor,11.01.2022,CN
WO2001061670,OPEN SOURCE UNIVERSITY,14.02.2001,WO
US77134003,Electrochemical device comprising lithium manganese borate compounds,05.05.2011,US
US346008575,Aggregation of noisy datasets into master firmographic database,29.06.2021,US
US437767638,"PRINTING APPARATUS, METHOD OF CONTROLLING PRINTING APPARATUS, AND STORAGE MEDIUM",24.01.2024,US
US430999206,DYNAMIC SIGNAL ROUTING IN A FACILITY,15.04.2022,US
WO2022221651,DYNAMIC SIGNAL ROUTING IN A FACILITY,15.04.2022,WO
CA94553383,IMPROVING KEYWORD-BASED SEARCH ENGINE RESULTS USING ENHANCED QUERY STRATEGIES,29.10.2010,CA
AU333344802,Antibody,17.01.2020,AU
CA333762455,ANTIBODY,,CA
CN318139660,College voluntary reporting decision making system,02.12.2020,CN
US413454751,INFORMATION PROVISION AND ACCESS CONTROL,23.09.2021,US
WO2022066920,INFORMATION PROVISION AND ACCESS CONTROL,23.09.2021,WO
US73500161,MULTIFUNCTIONAL GAMING PLATFORM,30.08.2010,US
WO2012030728,MULTIFUNCTIONAL GAMING PLATFORM,29.08.2011,WO
CN281787431,College entrance examination score evaluation method based on independent calculation of subject,06.08.2019,CN
IN368687490,A METHOD TO EVALUATE THE EFFECTIVENESS OF E-LEARNING SYSTEMS,07.01.2021,IN
US40903063,Method and system for providing career guidance information,18.08.2003,US
US73231558,EARLY DETECTION OF COGNITION IMPAIRMENT IN ELDERLY POPULATION,19.10.2010,US
CA381032778,PROVIDING ENHANCED CELLULAR COMMUNICATION IN A FACILITY,11.05.2022,CA
US436929939,PROVIDING ENHANCED CELLULAR COMMUNICATION IN A FACILITY,11.05.2022,US
WO2022241046,PROVIDING ENHANCED CELLULAR COMMUNICATION IN A FACILITY,11.05.2022,WO
WO2024015995,CHIMERIC ANTIGEN RECEPTORS COMPRISING A TMIGD2 COSTIMULATORY DOMAIN AND ASSOCIATED METHODS OF USING THE SAME,14.07.2023,WO
AU444121469,β-GLUCAN PARTICLES FOR TRAINED IMMUNITY,15.06.2023,AU
US437764452,SYSTEMS AND METHODS FOR DEMOLDING ADDITIVELY MANUFACTURED COMPONENTS,15.11.2023,US
CN437818030,一种具有感应式LED灯光渐变功能的衣柜,10.01.2024,CN
US294695662,"PEER-TO-PEER SCHOLARSHIP, MENTORSHIP, AND APPRENTICESHIP DISTRIBUTED APPLICATION, METHOD, AND SYSTEM USING A BLOCKCHAIN",14.11.2018,US
WO2022217051,EFFICIENTLY TRAINING AND EVALUATING PATIENT TREATMENT PREDICTION MODELS,08.04.2022,WO
US76408775,EDUCATIONAL SYSTEM AND METHOD FOR CREATING LEARNING SESSIONS BASED ON GEO-LOCATION INFORMATION,23.03.2012,US
IN391898468,AN INNOVATIVE EDUCATIONAL PLATFORM BASED ON THE INTERNET OF THINGS,04.02.2023,IN
CN446860088,资源管理方法及装置,28.09.2023,CN
US41852123,System and method for interactive learning on a video platform,28.03.2006,US
CN446864936,一种PEM电解槽用氢气分离系统及其工艺,11.10.2024,CN
US190409003,A COLLABORATIVE SYSTEM AND METHOD FOR PUBLISHING MULTI-MEDIA INTERACTIVE CONTENT,19.12.2012,US
US199416428,SELF ASSEMBLING NUCLEIC ACID NANOSTRUCTURES,03.04.2015,US
AU194142665,Self assembling nucleic acid nanostructures,03.04.2015,AU
IN307230085,CREDIT CARD PREVENTION: AUTOMATIC PROCESS TO PREVENTION CREDIT CARD FRAUD USING MACHINE LEARNING SYSTEM.,22.08.2020,IN
WO2015153975,SELF ASSEMBLING NUCLEIC ACID NANOSTRUCTURES,03.04.2015,WO
WO2014018083,A COLLABORATIVE SYSTEM AND METHOD FOR PUBLISHING MULTI-MEDIA INTERACTIVE CONTENT,19.12.2012,WO
CN437815232,多肽冻干装置,28.11.2023,CN
CN300676879,Sorting method and device for new college entrance examination department selection combinations,14.01.2019,CN
US331225485,TEXT-BASED ANALYSIS TO COMPUTE LINGUISTIC MEASURES IN-SITU TO AUTOMATICALLY PREDICT PRESENCE OF A COGNITIVE DISORDER BASED ON AN ADAPTIVE DATA MODEL,01.02.2021,US
WO2022090746,NMT INHIBITORS FOR TREATING SENESCENCE-ASSOCIATED DISEASES OR DISORDERS,02.11.2021,WO
WO2025054332,TEMPORARY USER ACCESS CONTROL OF AN OPTICALLY SWITCHABLE DEVICE OF A FACILITY,05.09.2024,WO
IN381055471,SYSTEM AND METHOD FOR FACILITATING EDUCATION AND LEARNING SKILLS USING E-LEARNING,01.12.2022,IN
US321832565,"PEER-TO-PEER SCHOLARSHIP, MENTORSHIP, AND APPRENTICESHIP DISTRIBUTED APPLICATION, METHOD, AND SYSTEM USING A BLOCKCHAIN",21.12.2020,US
CN323838797,Interactive learning device based on digital education management technology,26.08.2020,CN
US245423863,"Method and apparatus for training classification model, and method and apparatus for classifying data",27.02.2019,US
WO2015142603,DETECTION OF AORTIC COARCTATION USING PHOTOPLETHYSMOGRAPHY,12.03.2015,WO
CN337671193,College entrance examination voluntary reporting auxiliary recommendation method and system,29.07.2021,CN
US133594202,Method and system for pre and post processing of beacon ID signals,04.02.2014,US
US189922398,METHOD AND SYSTEM FOR LOCATION-BASED GAME PLAY,14.07.2016,US
US204587244,METHOD AND SYSTEM FOR PROCESSING OF BEACON SIGNALS,28.11.2016,US
US242628877,METHOD AND SYSTEM FOR PROCESSING OF BEACON SIGNALS,07.01.2019,US
WO2015073822,METHOD AND SYSTEM FOR MANAGEMENT OF WIRELESS BEACON SIGNALS,14.11.2014,WO
US131442370,CELLULAR UPTAKE CONTROL SYSTEMS,11.09.2012,US
AU181589385,Cellular uptake control systems,11.09.2012,AU
WO2013036974,CELLULAR UPTAKE CONTROL SYSTEMS,11.09.2012,WO
IN377284750,"Building a Real-Time Tracking and Alert System for Laptops with the Use of GPS, GSM, Motion Sensors, and Cloud Service",14.10.2022,IN
EP78359617,NIEDERDRUCKUMGEBUNG FÜR FLÜSSIGKEITSTRANSFERVORRICHTUNGEN,15.07.2011,EP
WO2012009613,LOW-PRESSURE ENVIRONMENT FOR FLUID TRANSFER DEVICES,15.07.2011,WO
US76854654,Low-pressure packaging for fluid devices,15.11.2012,US
US73463537,LOW-PRESSURE PACKAGING FOR FLUID DEVICES,15.07.2011,US
US236452683,LOW-PRESSURE PACKAGING FOR FLUID DEVICES,20.02.2018,US
US205419724,System and method for enabling crowd-sourced examination marking,17.09.2013,US
WO2014040179,SYSTEM AND METHOD FOR ENABLING CROWD-SOURCED EXAMINATION MARKING,17.09.2013,WO
US402827045,SYSTEMS AND METHODS FOR EVALUATING A SUBJECT FOR INFLAMMATORY BOWEL DISEASE MANAGEMENT,26.05.2021,US
US224023877,SYSTEMS AND METHODS FOR PROVIDING PERSONALIZED ELECTRONIC LEARNING MATERIAL IN AN EDUCATIONAL INFRASTRUCTURE,02.09.2016,US
AU214308234,Systems and methods for providing personalized electronic learning material in an educational infrastructure,02.09.2016,AU
WO2017037668,SYSTEMS AND METHODS FOR PROVIDING PERSONALIZED ELECTRONIC LEARNING MATERIAL IN AN EDUCATIONAL INFRASTRUCTURE,02.09.2016,WO
IN219412386,SYSTEMS AND METHODS FOR PROVIDING PERSONALIZED ELECTRONIC LEARNING MATERIAL IN AN EDUCATIONAL INFRASTRUCTURE,29.03.2018,IN
CN437814304,一种园林养护的草地灌溉装置,17.01.2024,CN
US75094358,SYSTEMS AND METHODS FOR FACILITATING TRANSLATION OF DOCUMENTS,15.03.2012,US
CN85321783,Network comprehensive training platform on basis of virtualization and embedded platform,14.05.2012,CN
CN446870899,一种高精度力学参数综合校准平台,12.10.2024,CN
WO2024028803,METHOD AND SYSTEM FOR PREVENTING APPLICATION PROGRAMMING INTERFACE ATTACKS VIA CHANNEL FOR TRANSMISSION OF DATA,03.08.2023,WO
US204151847,Threadsafe use of non-threadsafe libraries with multi-threaded processes,21.03.2017,US
US41047113,System &; method of identifying and predicting innovation dissemination,28.04.2005,US
US41047146,System &; method for monitoring web pages,28.04.2005,US
US309412384,MULTI-FUNCTION APPARATUS,11.12.2019,US
US105477605,Treatment of myocardial injury with humanin analogs,21.02.2014,US
US73595888,Topical composition containing naproxen,24.06.2009,US
US151690749,DELIVERY OF NAPROXEN AND OTHER COMPOUNDS,29.05.2015,US
WO2010151241,TOPICAL COMPOSITION CONTAINING NAPROXEN,24.06.2009,WO
US76372593,GAMING ACCESSORY AND INTERFACE APPARATUS FOR MULTIFUNCTIONAL GAMING PLATFORM,12.06.2011,US
WO2012173940,GAMING ACCESSORY AND INTERFACE APPARATUS FOR MULTIFUNCTIONAL GAMING PLATFORM,11.06.2012,WO
US41992392,"Method, system, and computer program product for concept-based multi-dimensional analysis of unstructured information",19.03.2003,US
US43051484,Concept-based categorization of unstructured objects,05.12.2005,US
US73671747,Concept-based searching of unstructured objects,05.12.2005,US
US224038050,"Method, system, and computer program product for concept-based multi-dimensional analysis of unstructured information",13.04.2016,US
US437764579,COMPONENT FOR USE WITH A NON-COMBUSTIBLE AEROSOL PROVISION DEVICE,17.06.2022,US
US73327011,Online instructional dialogs,04.09.2008,US
IN211798082,GRINDING PROCESS,08.03.2017,IN
CN446855192,防静电打包带及其制备方法,17.10.2024,CN
US175362960,Methods for recovery of leaf proteins,25.03.2016,US
US214732524,Methods for recovery of leaf proteins,13.12.2017,US
US417443981,"Systems and methods for social matching with partial, conditional image reveal",01.06.2023,US
US42168849,"Substance carrier using hollow nanoparticle of hepatitis B virus protein and liposome, and method of introducing substance into cell",01.09.2006,US
CA94253824,"SUBSTANCE CARRIER USING HOLLOW NANOPARTICLE OF HEPATITIS B VIRUS PROTEIN AND LIPOSOME, AND METHOD OF INTRODUCING SUBSTANCE INTO CELL",01.09.2006,CA
US43769674,System and method for generating a context enhanced work of communication,19.12.2008,US
WO2010080101,SYSTEM AND METHOD FOR GENERATING A CONTEXT ENHANCED WORK OF COMMUNICATION,14.12.2009,WO
CA94430351,NOVEL METHODS FOR RECOVERY OF LEAF PROTEINS,15.05.2008,CA
US232825100,Processing virtual local area network,25.11.2015,US
US362069943,"Systems, Devices, and Methods for Autonomic Formation of Wireless Networks",25.02.2020,US
WO2017091219,PROCESSING VIRTUAL LOCAL AREA NETWORK,25.11.2015,WO
IN394088127,METHOD FOR DETERMINING AUTHENTICITY OF VIDEO DATA AND AN ELECTRONIC DEVICE THEREOF,22.02.2023,IN
WO2023154374,SYSTEMS AND METHODS FOR PERFORMANCE FATIGABILITY INDEX,09.02.2023,WO
IN392341227,DESIGN OF POWER BOARD FOR INTRUDER DETECTION VIA DRILLS,09.02.2023,IN
WO2017161301,PREVENTION OF NSAID ENTEROPATHY WITH MICROBIOTA-DERIVED TRYPTOPHAN-METABOLITE,17.03.2017,WO
CN327389283,Teaching board for computer education technology,10.11.2020,CN
US43288552,Concept-based trends and exceptions tracking,05.12.2005,US
IN346889035,ATTENDANCE MONITORING SYSTEM EMPLOYING UHF,18.12.2021,IN
US398109276,"IDENTIFYING, REDUCING HEALTH RISKS, AND TRACKING OCCUPANCY IN A FACILITY",22.03.2021,US
WO2021194944,"IDENTIFYING, REDUCING HEALTH RISKS, AND TRACKING OCCUPANCY IN A FACILITY",22.03.2021,WO
CN232628720,Information technology educational aid,02.03.2018,CN
CN399162184,Innovation and entrepreneurship comprehensive ability evaluation system and evaluation method,13.12.2022,CN
US429154158,Necklace keeper,19.09.2022,US
US152390058,Graphical user interface for mobile presentation application,31.03.2014,US
CN446871205,一种新型四相RV减速机及其工作方法,28.10.2024,CN
US39981299,"Method, system and computer program product for internet-enabled, patient monitoring system",07.05.2001,US
US206616173,Methods and systems for large scale carbon dioxide utilization from Lake Kivu via a CO<sub>2 </sub>industrial utilization hub integrated with electric power production and optional cryo-energy storage,24.05.2017,US
US90518363,Methods for quantitative assessment of volumetric image from a subject and uses therof,25.02.2013,US
US123299661,MEANS AND METHODS FOR SUPERIMPOSING AT LEAST ONE FIRST PROJECTED IMAGE OVER AT LEAST ONE SECOND REAL IMAGE,17.04.2014,US
CN437813069,一种多路阀内腔清洗设备,23.11.2023,CN
US224109745,Personalized learning system and method for the automated generation of structured learning assets based on user data,08.12.2017,US
US325114003,Personalized learning system and method for the automated generation of structured learning assets based on user data,11.11.2020,US
US354532008,Personalized learning system and method for the automated generation of structured learning assets based on user data,23.11.2021,US
US338561308,Personalized learning system and method for the automated generation of structured learning assets based on user data,17.06.2021,US
US370526254,Personalized learning system and method for the automated generation of structured learning assets based on user data,20.04.2022,US
WO2021130310,PREDICTIVE MARKERS OF PSYCHOSIS,23.12.2020,WO
WO2024124117,EMULSION-BASED THICK-FILM ANTIFOULING COATING FOR HIGHLY SENSITIVE ELECTROCHEMICAL SENSING,08.12.2023,WO
US43261723,Hypothesis development based on selective reported events,28.05.2009,US
WO2014150871,MANAGEMENT SYSTEM FOR POINT OF CARE TESTING,12.03.2014,WO
US419319858,Dynamic tokens for allowing guests to access a wi-fi network,07.07.2022,US
WO2024011023,DYNAMIC TOKENS FOR ALLOWING GUESTS TO ACCESS A WI-FI NETWORK,23.06.2023,WO
US212448908,Digital Health Ecosystem,08.08.2017,US
WO2018033819,DIGITAL HEALTH ECOSYSTEM,02.08.2017,WO
US42747048,Emergency equipment power sources,13.02.2009,US
US124133487,Emergency equipment power sources,09.06.2014,US
US192509184,EMERGENCY EQUIPMENT POWER SOURCES,24.10.2016,US
IN367112555,Impact of Women in Top Management Positions on the Overall Leadership and Management of These Companies,17.06.2022,IN
CN437815220,一种锆晶体生产用便于清理的研磨装置,23.11.2023,CN
CN373575662,Intelligent teaching improvement method based on college big data analysis teaching,09.05.2022,CN
EP14195421,DURCH PLASMID ÜBERTRAGENE SUPPLEMENTIERUNG ZUR BEHANDLUNG CHRONISCH KRANKER PATIENTEN,10.12.2002,EP
CA94115304,PLASMID MEDIATED SUPPLEMENTATION FOR TREATING CHRONICALLY ILL SUBJECTS,10.12.2002,CA
CN343409270,Power supply circuit regulation control system for college teaching,23.07.2021,CN
CN246692210,A method and device for predicting and recording scores before college entrance examination volunteering and reporting based on big data,27.12.2018,CN
CN311239118,College entrance examination subject selection model and establishment method thereof,08.06.2020,CN
WO2024011105,METHODS AND SYSTEMS FOR TREATING TINNITUS USING DIGITAL THERAPEUTICS,05.07.2023,WO
DE437787754,"Zuführeinrichtung für einen Crimpautomaten, Crimpautomat, Gurtband und Gurtsystem, Zuführsystem, Verfahren zum Betrieb des Crimpautomaten, Hybridsteckverbinder und Bestückungsverfahren für denselben",28.02.2023,DE
CN446864876,一种车辆电池温度监控的方法、装置、设备及介质,30.09.2024,CN
WO2023141376,METHODS AND SYSTEMS FOR TREATING RESPIRATORY CONDITIONS USING DIGITAL THERAPEUTICS IN COMBINATION WITH OTHER THERAPIES,10.01.2023,WO
US95796011,"Apparatus, system, and method for a virtual instruction cloud",10.07.2013,US
AU194091845,Composition and method for enhancing fibrinolysis using antibodies to alpha-2-antiplasmin,03.10.2001,AU
WO2021245374,METHOD AND SYSTEM FOR JOINT DEMOSAICKING AND SPECTRAL SIGNATURE ESTIMATION,26.05.2021,WO
CN437812536,一种医疗灌肠装置,07.09.2023,CN
AU277597521,Cue data model implementation for adaptive presentation of collaborative recollections of memories,25.04.2018,AU
CN235468455,"College entrance examination volunteer optimization method and device, terminal and storage medium",04.09.2018,CN
US438193112,CONTENT GENERATION FOR GENERATIVE LANGUAGE MODELS,30.06.2023,US
IN231455097,SIGNOSPEECH – AN ASSISTIVE SYSTEM FOR DEAF & DUMB,23.03.2017,IN
WO2024173850,BROAD PROTECTIVE VACCINATION AGAINST SYSTEMIC ESCHERICHIA COLI WITH AUTOTRANSPORTER ANTIGENS,16.02.2024,WO
US438192984,CONTENT GENERATION FOR GENERATIVE LANGUAGE MODELS,30.06.2023,US
CN437814254,建筑施工用可调节钢筋定位结构,16.01.2024,CN
US43261608,Hypothesis development based on selective reported events,29.05.2009,US
US95592995,Cluster analysis of participant responses for test generation or teaching,26.04.2013,US
US276024584,Cluster analysis of participant responses for test generation or teaching,02.07.2019,US
US447600722,"SYSTEMS AND METHODS FOR SOCIAL MATCHING WITH PARTIAL, CONDITIONAL IMAGE REVEAL",16.10.2024,US
CN431509547,Basic medicine virtual simulation comprehensive experiment platform,02.02.2024,CN
WO2003089927,ANTIGENS ASSOCIATED WITH HAEMATOLOGICAL MALIGNANCY,16.04.2003,WO
WO2011019389,DISPLAYING AND IMPROVING THE ACCESS TO DISCLOSED MEDICAL DATA,11.08.2010,WO
US43010080,Method and system for modifying non-verbal behavior for social appropriateness in video conferencing and other computer mediated communications,24.09.2007,US
CN423322595,College entrance examination voluntary reporting scheme generation method and device and storage medium,27.11.2023,CN
IN414835281,SYSTEM FOR SMART TRAIN PLATFORM AND METHOD THEREOF,27.06.2023,IN
IN211620643,SPECTROGRAPHIC COLOURED PHOTOTOOL PROCESS FOR FACILITATING 3-D PHOTOCHEMICAL MACHINING,01.04.2014,IN
CN446856355,一种异壳丝灵芝菌株及其菌丝体培养方法,13.09.2024,CN
US348433661,METHODS AND SYSTEMS FOR TREATING GASTROINTESTINAL AND INFLAMMATORY HEALTH CONDITIONS USING PRESCRIPTION DIGITAL THERAPEUTICS,08.10.2021,US
WO2022086783,METHODS AND SYSTEMS FOR TREATING GASTROINTESTINAL AND INFLAMMATORY HEALTH CONDITIONS USING PRESCRIPTION DIGITAL THERAPEUTICS,14.10.2021,WO
US292563704,METHOD OF DEVELOPING AN INCUBATOR PROGRAM TO GROW TECHNOLOGY COMPANIES,04.10.2019,US
CA94180349,SYSTEM AND METHOD FOR THE DELIVERY OF ELECTRONIC BOOKS,30.05.2002,CA
WO2002097781,SYSTEM AND METHOD FOR THE DELIVERY OF ELECTRONIC BOOKS,30.05.2002,WO
CN437814517,一种塑料造粒机的塑料颗粒切割设备,25.08.2023,CN
US43329032,"Treatment of type 2 diabetes, metabolic syndrome, myocardial injury and neurodegeneration with humanin and analogs thereof",28.05.2008,US
IN235884338,PREVENTION OF NSAID ENTEROPATHY WITH MICROBIOTA-DERIVED TRYPTOPHAN-METABOLITE,17.09.2018,IN
US239434870,PREVENTION OF NSAID ENTEROPATHY WITH MICROBIOTA-DERIVED TRYPTOPHAN-METABOLITE,17.03.2017,US
GB380999212,Aligning 3D datasets,07.06.2021,GB
WO2022258947,ALIGNING 3D DATASETS,25.05.2022,WO
WO2024178072,METHODS OF TREATING HYPERTENSION WITH METABOLIC SYNDROME USING MANP,21.02.2024,WO
IN211538187,TEACHING DEVICE AS WRITER AND PROJECTOR AND A LECTERN.,20.07.2011,IN
IN211489971,NOVEL METHODS FOR RECOVERY OF LEAF PROTEINS,16.11.2009,IN
US348433673,METHODS AND SYSTEMS FOR TREATING GASTROINTESTINAL AND INFLAMMATORY HEALTH CONDITIONS USING PRESCRIPTION DIGITAL THERAPEUTICS IN COMBINATION WITH OTHER THERAPIES,12.10.2021,US
WO2022086784,METHODS AND SYSTEMS FOR TREATING GASTROINTESTINAL AND INFLAMMATORY HEALTH CONDITIONS USING PRESCRIPTION DIGITAL THERAPEUTICS IN COMBINATION WITH OTHER THERAPIES,14.10.2021,WO
WO2023133575,METHODS AND SYSTEMS FOR TREATING CHRONIC ITCH CONDITIONS USING DIGITAL THERAPEUTICS IN COMBINATION WITH OTHER THERAPIES,10.01.2023,WO
US40775284,Instructional system grouping student terminals,20.01.1999,US
US348430008,SMALL MOLECULE INHIBITION OF SULFOTRANSFERASE SULT1A3,10.12.2019,US
US41897227,"SYSTEM AND METHOD FOR ORGANIZING, PROCESSING AND PRESENTING INFORMATION",22.05.2007,US
US84135996,"System and method for organizing, processing and presenting information",04.03.2013,US
IN211451456,"SYSTEM AND METHOD FOR ORGANIZING, PROCESSING AND PRESENTING INFORMATION",23.12.2008,IN
WO2007139830,"SYSTEM AND METHOD FOR ORGANIZING, PROCESSING AND PRESENTING INFORMATION",22.05.2007,WO
WO2024250062,STEEP PIT WALL MINING,05.06.2024,WO
US43009446,Care Card,01.02.2008,US
US348433660,METHODS AND SYSTEMS FOR TREATING HEALTH CONDITIONS USING PRESCRIPTION DIGITAL THERAPEUTICS,08.10.2021,US
WO2022086781,METHODS AND SYSTEMS FOR TREATING HEALTH CONDITIONS USING PRESCRIPTION DIGITAL THERAPEUTICS,14.10.2021,WO
US41886352,Real-time status and event monitoring system for foster children with various user levels of access,15.05.2007,US
WO2010049918,USER INTERFACE TO PROVIDE PLURALITY OF INTER-RELATED GEO-CONTENT,29.10.2009,WO
EP417740360,BETA-GLUCANPARTIKEL FÜR TRAINIERTE IMMUNITÄT,15.06.2022,EP
WO2008013631,COMPOSITION FOR THE ENTEROSORPTION AND MANAGEMENT OF TOXINS COMPRISING A CALCIUM ALUMINOSILCILATE CLAY,26.06.2007,WO
US41789459,A Rich Media System and Method For Learning And Entertainment,15.07.2006,US
WO2014169288,EVALUATION CONTROL,14.04.2014,WO
CN235615640,"Voluntary recommendation method, device, terminal and storage medium for college entrance examination",04.09.2018,CN
WO2024035764,SYSTEMS AND METHODS FOR HYBRID AUTONOMOUS MANUFACTURING,09.08.2023,WO
US42202695,Regulation of food intake by modulation of long-chain fatty acyl-CoA levels in the hypothalamus,12.02.2004,US
CA94151999,REGULATION OF FOOD INTAKE AND GLUCOSE PRODUCTION BY MODULATION OF LONG-CHAIN FATTY ACYL-COA LEVELS IN THE HYPOTHALAMUS,12.02.2004,CA
AU181307500,Regulation of food intake and glucose production by modulation of long-chain fatty acyl-coa levels in the hypothalamus,12.02.2004,AU
IN211393046,REGULATION OF FOOD INTAKE AND GLUCOSE PRODUCTION BY MODULATION OF LONG-CHAIN FATTY ACYL-CoA LAVELS IN THE HYPOTHALAMUS,26.07.2005,IN
CN349628514,College high-quality course making platform,23.06.2021,CN
IN394087155,Sentiment Analysis of College Survey using AI,25.02.2023,IN
US39531511,System and method for book-marking a specific location in virtual space,31.08.2001,US
AU339289650,A DEVICE TO MAINTAIN MINIMUM DISTANCE AND WATCHING TIME LIMITER OF DISPLAY DEVICES,10.08.2021,AU
IN392340113,TEACHING ENGLISH TO ENGINEERING STUDENTS BY USING TECHNOLOGY,11.02.2023,IN
US40057079,Medical education system,15.10.2002,US
CN437817036,一种可拆卸式自行车后座,21.11.2023,CN
US242387177,"System and Method for Contests, Advertising and Reward",28.01.2019,US
IN395400902,AI POWERED TECHNOLOGY FOR CHATBOT (CHAT GPT) THE REVOLUTION AND EVOLUTION,29.03.2023,IN
CN419780233,Artificial intelligence-based overseas study college matching recommendation method and system,03.11.2023,CN
IN381054340,TEACHING ENGLISH TO ENGINEERING STUDENTS BY USING TECHNOLOGY,03.12.2022,IN
WO2002019241,SYSTEM AND METHOD FOR BOOK-MARKING A SPECIFIC LOCATION IN VIRTUAL SPACE,30.08.2001,WO
US42991686,EDUCATIONAL SOFTWARE WITH EMBEDDED SHELTERED INSTRUCTION,30.08.2007,US
CN234320416,Teaching instrument for college English teaching,28.08.2018,CN
US41379437,Histone deacetylase inhibitors and cognitive applications,08.07.2005,US
CN446843339,一种抗血管生成肽及其筛选方法与应用,11.09.2024,CN
US375621896,SYSTEMS AND METHODS TO MEASURE AND ENHANCE HUMAN ENGAGEMENT AND COGNITION,13.06.2022,US
CN308298402,College student quality index analysis method and device based on radar map,11.06.2020,CN
CN437814299,一种自动调压混凝土渗透仪,17.01.2024,CN
US38644216,Selection of bacterial genes induced in host tissues,28.09.1993,US
CN446870802,一种Al-V-C晶粒细化剂及其制备方法和应用,09.10.2024,CN
WO2020186009,SYSTEMS AND METHODS FOR AIDING HIGHER EDUCATION ADMINISTRATION USING MACHINE LEARNING MODELS,12.03.2020,WO
US306237854,SYSTEMS AND METHODS FOR AIDING HIGHER EDUCATION ADMINISTRATION USING MACHINE LEARNING MODELS,12.03.2020,US
CN308322090,And evaluation method is used for evaluating learning efficiency of students and improving and optimizing learning efficiency,29.11.2019,CN
US42579917,System and Method for Matching Student Job Applicants to Part-Time Job Opportunities,18.09.2007,US
