patent_id,keyword
CA93986174,based education support
CA93986174,education support
CA93986174,based education
NZ179038374,internet based education
NZ179038374,education support methods
NZ179038374,based education support
NZ179038374,education support
NZ179038374,based education
WO2001001372,internet based education
WO2001001372,education support methods
WO2001001372,based education support
WO2001001372,education support
WO2001001372,based education
AU194102481,internet based education
AU194102481,education support methods
AU194102481,based education support
AU194102481,education support
AU194102481,based education
IN211519295,network based educatation
IN211519295,based educatation support
IN211519295,educatation support
IN211519295,based educatation
IN211519295,educatation
CN437966521,classroom illumination energy
CN437966521,classroom illumination
CN437966521,college classroom illumination
CN437966521,illumination energy saving
CN437966521,energy saving control
US239828871,recognition comparing students
US239828871,comparing students
US239828871,online computerized
US239828871,online computerized platform
US239828871,clearinghose providing rating
WO2000041088,interactive distance learning
WO2000041088,real time videoconferencing
WO2000041088,distance learning
WO2000041088,distance learning real
WO2000041088,videoconferencing
US435790800,music note conversion
US435790800,digital music note
US435790800,audio digital music
US435790800,real time audio
US435790800,note conversion
CA94277088,utilizing immunologic information
CA94277088,immunologic information
CA94277088,immunologic information individual
CA94277088,processing utilizing immunologic
CA94277088,utilizing immunologic
WO2006045004,processing immunologic information
WO2006045004,immunologic information individuals
WO2006045004,immunologic information
WO2006045004,storing processing immunologic
WO2006045004,processing immunologic
US371118840,mastery learning content
US371118840,achieve mastery learning
US371118840,mastery learning
US371118840,achieve mastery
US371118840,able achieve mastery
US128623686,reyada method performance
US128623686,reyada method
US128623686,reyada
US128623686,strategy execution
US128623686,planning strategy execution
GB437781544,unmanned aerial vehicle
GB437781544,unmanned aerial
GB437781544,aerial vehicle
GB437781544,unmanned
GB437781544,aerial
US283326585,reyada method performance
US283326585,reyada method
US283326585,reyada
US283326585,strategy execution
US283326585,planning strategy execution
US342265768,reyada method performance
US342265768,reyada method
US342265768,reyada
US342265768,strategy execution
US342265768,planning strategy execution
PH278332981,anf vocabulary board
PH278332981,spelling anf vocabulary
PH278332981,movable spelling anf
PH278332981,vocabulary board
PH278332981,anf vocabulary
IN393400836,blockchain based verify
IN393400836,credentials candidate method
IN393400836,verify issue credentials
IN393400836,blockchain
IN393400836,blockchain based
US366101094,conversational recruiting
US366101094,recruiting
US366101094,conversational
US196517896,student recruitment method
US196517896,student recruitment
US196517896,recruitment method
US196517896,recruitment
US196517896,student
US43023568,chance processing apparatus
US43023568,game chance processing
US43023568,chance processing
US43023568,game chance
US43023568,processing apparatus
WO2000073957,commerce related web
WO2000073957,providing commerce related
WO2000073957,manufacture providing commerce
WO2000073957,web application services
WO2000073957,providing commerce
WO1996033265,vitro differentiation cd34
WO1996033265,progenitor cells lymphocytes
WO1996033265,differentiation cd34 sup
WO1996033265,differentiation cd34
WO1996033265,cells lymphocytes
US253949197,platform user interfaces
US253949197,facilitation flexible platform
US253949197,flexible platform user
US253949197,user interfaces
US253949197,flexible platform
US96403096,electronic healthcare records
US96403096,electronic healthcare record
US96403096,record electronic healthcare
US96403096,healthcare record electronic
US96403096,electronic healthcare
US223784416,pattern recognition artificial
US223784416,image pattern recognition
US223784416,recognition artificial
US223784416,efficient image pattern
US223784416,recognition artificial intelligence
CN283338584,enterprise management platform
CN283338584,management platform
CN283338584,enterprise management
CN283338584,enterprise
CN283338584,platform
KR446840399,쿼드콥터 무인항공기의 확장
KR446840399,강인한 비선형 백스텝핑
KR446840399,기반의 강인한 비선형
KR446840399,관측기 기반의 강인한
KR446840399,비선형 백스텝핑 제어
CA418662577,adaptive silviculture canadian
CA418662577,silviculture canadian boreal
CA418662577,methods adaptive silviculture
CA418662577,canadian boreal forest
CA418662577,adaptive silviculture
BR446829680,serviços transporte passageiros
BR446829680,transporte passageiros por
BR446829680,transporte passageiros
BR446829680,passageiros por aplicativo
BR446829680,para serviços transporte
US278282202,student teacher dashboards
US278282202,teacher dashboards
US278282202,student centered learning
US278282202,student centered
US278282202,centered learning student
AU311179112,student teacher dashboards
AU311179112,teacher dashboards
AU311179112,student centered learning
AU311179112,student centered
AU311179112,centered learning student
CA313568821,student teacher dashboards
CA313568821,teacher dashboards
CA313568821,student centered learning
CA313568821,student centered
CA313568821,centered learning student
US40115853,redundancies omissions components
US40115853,omissions components web
US40115853,web based architecture
US40115853,redundancies omissions
US40115853,redundancies
WO2022074643,improving geo registration
WO2022074643,geo registration
WO2022074643,geo registration using
WO2022074643,object identification
WO2022074643,based object identification
US419731270,improving geo registration
US419731270,geo registration
US419731270,geo registration using
US419731270,object identification
US419731270,based object identification
WO2010056364,health care records
WO2010056364,care records
WO2010056364,personal health care
WO2010056364,maintaining personal health
WO2010056364,records
US73421693,customer base musicians
US73421693,base musicians
US73421693,internet assisted systems
US73421693,internet assisted
US73421693,musicians
US73219333,personalized health maintenance
US73219333,enabling personalized health
US73219333,health maintenance
US73219333,consumer enabling personalized
US73219333,personalized health
WO2016172710,treatment organotropic metastasis
WO2016172710,organotropic metastasis
WO2016172710,metastasis
WO2016172710,determination treatment organotropic
WO2016172710,treatment organotropic
US325113365,data ingestion platform
US325113365,data ingestion
US325113365,ingestion platform
US325113365,ingestion
US325113365,data
US42726394,user generated review
US42726394,generated review
US42726394,review
US42726394,user generated
US42726394,generated
WO2001039028,market space interface
WO2001039028,installation management market
WO2001039028,market space
WO2001039028,management market space
WO2001039028,interface plurality manufacturers
US421014898,crispr cas systems
US421014898,functional crispr cas
US421014898,optimized functional crispr
US421014898,functional crispr
US421014898,crispr cas
US185208285,crispr cas systems
US185208285,functional crispr cas
US185208285,optimized functional crispr
US185208285,functional crispr
US185208285,crispr cas
US293242858,crispr cas systems
US293242858,functional crispr cas
US293242858,optimized functional crispr
US293242858,functional crispr
US293242858,crispr cas
US445574863,methods disease assessments
US445574863,disease assessments
US445574863,systems methods disease
US445574863,methods disease
US445574863,assessments
US370962683,digital flash cards
US370962683,flash cards manage
US370962683,flash cards
US370962683,deck digital flash
US370962683,incentivizing learning
US39832530,knowledge base management
US39832530,oriented knowledge base
US39832530,object oriented knowledge
US39832530,knowledge base
US39832530,object oriented
IN346888623,low cost learning
IN346888623,learning method thereof
IN346888623,cost learning
IN346888623,cost learning method
IN346888623,learning method
US410563122,healthcare services remotely
US410563122,method providing healthcare
US410563122,using electronic healthcare
US410563122,electronic healthcare
US410563122,electronic healthcare record
US41853911,sports academic digital
US41853911,delivery sports academic
US41853911,academic digital content
US41853911,based delivery sports
US41853911,worldwide web based
IN338706070,drone survillance ragging
IN338706070,survillance ragging detection
IN338706070,ragging detection
IN338706070,drone survillance
IN338706070,drone
CN97971323,electrified education equipment
CN97971323,management electrified education
CN97971323,electrified education
CN97971323,management electrified
CN97971323,education equipment
US313893164,dynamic notification content
US313893164,driven dynamic notification
US313893164,dynamic notification
US313893164,notification content
US313893164,learning driven dynamic
US380598277,achieve mastery learning
US380598277,mastery learning content
US380598277,learning management method
US380598277,learning management
US380598277,mastery learning
CN329347471,safety education training
CN329347471,factory safety education
CN329347471,vr technology
CN329347471,based vr technology
CN329347471,safety education
US42909602,utilizing immunologic information
US42909602,immunologic information
US42909602,immunologic information individuals
US42909602,processing utilizing immunologic
US42909602,utilizing immunologic
US205827415,utilizing immunologic information
US205827415,immunologic information
US205827415,processing utilizing immunologic
US205827415,immunologic information individual
US205827415,utilizing immunologic
US43245065,bundling commercial products
US43245065,combining bundling commercial
US43245065,commercial products items
US43245065,combining bundling
US43245065,business transactions entertainment
WO2010080740,bundling commericial products
WO2010080740,combininig bundling commericial
WO2010080740,bundling commericial
WO2010080740,commericial products
WO2010080740,commericial products items
US208309142,electronic healthcare records
US208309142,electronic healthcare record
US208309142,record electronic healthcare
US208309142,healthcare record electronic
US208309142,electronic healthcare
US40504379,visibility order management
US40504379,order management network
US40504379,order management
US40504379,increased visibility order
US40504379,supply chain environment
WO2022201196,emotion using ai
WO2022201196,micro expression emotion
WO2022201196,expression emotion using
WO2022201196,emotion using
WO2022201196,classifying activity users
US76266791,visibility order management
US76266791,order management network
US76266791,order management
US76266791,increased visibility order
US76266791,supply chain environment
US106951319,visibility order management
US106951319,order management network
US106951319,order management
US106951319,increased visibility order
US106951319,supply chain environment
US151715979,visibility order management
US151715979,order management network
US151715979,order management
US151715979,increased visibility order
US151715979,supply chain environment
IN346037705,quality line education
IN346037705,line education
IN346037705,quality line
IN346037705,improved quality line
IN346037705,education
WO2022248621,ketamine treatment behavioural
WO2022248621,ketamine treatment
WO2022248621,ketamine
WO2022248621,treatment behavioural addictions
WO2022248621,behavioural addictions
CA415358766,ketamine treatment behavioural
CA415358766,ketamine treatment
CA415358766,ketamine
CA415358766,treatment behavioural addictions
CA415358766,behavioural addictions
US40433769,business alliance identification
US40433769,identification web architecture
US40433769,alliance identification web
US40433769,alliance identification
US40433769,business alliance
WO2000073928,business alliance identification
WO2000073928,business alliance
WO2000073928,alliance identification
WO2000073928,alliance
WO2000073928,business
US40753623,business alliance identification
US40753623,identification web architecture
US40753623,alliance identification web
US40753623,alliance identification
US40753623,business alliance
US41318232,asset tracking network
US41318232,asset tracking
US41318232,network based supply
US41318232,supply chain environment
US41318232,based supply chain
WO2000073958,comparison product features
WO2000073958,product features customer
WO2000073958,features customer profile
WO2000073958,product features
WO2000073958,features customer
WO2001039086,technology sharing asset
WO2001039086,sharing asset management
WO2001039086,asset tracking network
WO2001039086,sharing asset
WO2001039086,technology sharing
US236970861,downloadable application competitive
US236970861,competitive policy debate
US236970861,application competitive policy
US236970861,competitive policy
US236970861,application competitive
US39929438,dynamic customer profile
US39929438,customer profile management
US39929438,dynamic customer
US39929438,profile management
US39929438,customer profile
WO2000073929,required implementation technology
WO2000073929,implementation technology
WO2000073929,conveying components required
WO2000073929,manufacture effectively conveying
WO2000073929,method article manufacture
US355916000,implicit curriculum education
US355916000,provisioning implicit curriculum
US355916000,implicit curriculum
US355916000,curriculum education
US355916000,curriculum
US296012275,pattern recognition artificial
US296012275,image pattern recognition
US296012275,recognition artificial
US296012275,efficient image pattern
US296012275,recognition artificial intelligence
US435545300,pattern recognition artificial
US435545300,image pattern recognition
US435545300,recognition artificial
US435545300,efficient image pattern
US435545300,recognition artificial intelligence
US357951542,pattern recognition artificial
US357951542,image pattern recognition
US357951542,recognition artificial
US357951542,efficient image pattern
US357951542,recognition artificial intelligence
US442713090,impacting requirement completion
US442713090,requirement completion
US442713090,cognitive metrics impacting
US442713090,non cognitive metrics
US442713090,metrics impacting requirement
KR446839506,제어를 통한 보상을
KR446839506,형상 제어를 통한
KR446839506,보상을 위한 방법
KR446839506,통한 보상을
KR446839506,통한 보상을 위한
US344368103,methodology blinded messaging
US344368103,blinded messaging
US344368103,methodology blinded
US344368103,messaging
US344368103,blinded
US435545680,augmented reality social
US435545680,social media platform
US435545680,reality social media
US435545680,augmented reality
US435545680,social media
US130241763,devices platform security
US130241763,platform security
US130241763,devices platform
US130241763,security
US130241763,devices
US40970518,supporting various components
US40970518,manufacture building managing
US40970518,method article manufacture
US40970518,various components
US40970518,manufacture building
US431352333,ketamine treatment behavioral
US431352333,ketamine treatment
US431352333,ketamine
US431352333,treatment behavioral addictions
US431352333,behavioral addictions
US76859720,academic analytics institutional
US76859720,using academic analytics
US76859720,academic analytics
US76859720,analytics institutional data
US76859720,institutional data improve
IN275762012,metallic nano chitosan
IN275762012,nano chitosan
IN275762012,nano chitosan reduce
IN275762012,chitosan reduce
IN275762012,chitosan reduce post
IN231453105,standalone automated printing
IN231453105,automated printing machine
IN231453105,automated printing
IN231453105,printing machine
IN231453105,standalone automated
US201384706,devices platform security
US201384706,platform security
US201384706,devices platform
US201384706,security
US201384706,devices
US43531552,advertisement based user
US43531552,delivering advertisement based
US43531552,server delivering advertisement
US43531552,advertisement based
US43531552,delivering advertisement
IN211484326,advertisement based user
IN211484326,delivering advertisement based
IN211484326,server delivering advertisement
IN211484326,advertisement based
IN211484326,delivering advertisement
US159754575,validating client data
US159754575,accessing validating client
US159754575,validating client
US159754575,client data party
US159754575,client data
US282301237,validating client data
US282301237,validating client
US282301237,client data party
US282301237,client data
US282301237,data party systems
US201391666,student project management
US201391666,project management
US201391666,method student project
US201391666,student project
US201391666,method student
IN348662517,authenticated key agreement
IN348662517,key agreement protocol
IN348662517,secure authenticated key
IN348662517,authenticated key
IN348662517,key agreement
WO2017053704,student project management
WO2017053704,project management
WO2017053704,method student project
WO2017053704,student project
WO2017053704,method student
US375621898,interactive audience simulation
US375621898,audience simulation
US375621898,providing interactive audience
US375621898,interactive audience
US375621898,audience
EP376942536,zur interaktiven zuschauersimulation
EP376942536,interaktiven zuschauersimulation
EP376942536,zuschauersimulation
EP376942536,verfahren zur interaktiven
EP376942536,vorrichtung und verfahren
US97293503,mir 155 enhancement
US97293503,cd8 cell immunity
US97293503,mir 155
US97293503,cell immunity
US97293503,enhancement cd8 cell
US336570164,institutional research analytics
US336570164,web integrated institutional
US336570164,integrated institutional research
US336570164,research analytics platform
US336570164,integrated institutional
AU194128854,adjustable pet door
AU194128854,pet door
AU194128854,adjustable pet
AU194128854,door
AU194128854,pet
WO2007081519,genius adaptive design
WO2007081519,genius adaptive
WO2007081519,adaptive design
WO2007081519,adaptive
WO2007081519,design
US437767576,video editing application
US437767576,video editing
US437767576,editing application mobile
US437767576,application mobile devices
US437767576,editing application
IN392340665,alcohol detection apparatus
IN392340665,interactive alcohol detection
IN392340665,smart interactive alcohol
IN392340665,alcohol detection
IN392340665,interactive alcohol
NZ179086534,adjustable pet door
NZ179086534,pet door
NZ179086534,adjustable pet
NZ179086534,door
NZ179086534,pet
WO2021205240,communication mediums caller
WO2021205240,types communication mediums
WO2021205240,callee communication participants
WO2021205240,caller callee communication
WO2021205240,text services
US39695170,test components web
US39695170,web based framework
US39695170,components web based
US39695170,based framework displaying
US39695170,framework displaying pictorial
US175568495,deck digital flashcards
US175568495,digital flashcards
US175568495,flashcards
US175568495,advancing deck digital
US175568495,deck digital
WO2020148659,augmented reality
WO2020148659,augmented reality based
WO2020148659,actions survey accessing
WO2020148659,query specific cameras
WO2020148659,cameras
US97868715,utilizing immunologic information
US97868715,immunologic information
US97868715,processing utilizing immunologic
US97868715,immunologic information individual
US97868715,utilizing immunologic
AU181395487,genius adaptive design
AU181395487,genius adaptive
AU181395487,adaptive design
AU181395487,adaptive
AU181395487,design
AU180859716,universal forms engine
AU180859716,forms engine
AU180859716,universal forms
AU180859716,forms
AU180859716,universal
US421386161,individualized path recommendation
US421386161,path recommendation engine
US421386161,recommendation engine based
US421386161,path recommendation
US421386161,recommendation engine
US304659174,interactive production marketing
US304659174,methods interactive production
US304659174,production marketing
US304659174,interactive production
US304659174,systems methods interactive
US42864760,interactive production marketing
US42864760,methods interactive production
US42864760,production marketing
US42864760,interactive production
US42864760,systems methods interactive
US275486352,interactive production marketing
US275486352,methods interactive production
US275486352,production marketing
US275486352,interactive production
US275486352,systems methods interactive
US243299464,interactive production marketing
US243299464,methods interactive production
US243299464,production marketing
US243299464,interactive production
US243299464,systems methods interactive
US154549798,interactive production marketing
US154549798,methods interactive production
US154549798,production marketing
US154549798,interactive production
US154549798,systems methods interactive
US95574503,interactive production marketing
US95574503,methods interactive production
US95574503,production marketing
US95574503,interactive production
US95574503,systems methods interactive
US130582150,interactive production marketing
US130582150,methods interactive production
US130582150,production marketing
US130582150,interactive production
US130582150,systems methods interactive
US105899339,feature detection
US105899339,method feature detection
US105899339,detection
US105899339,method feature
US105899339,feature
US175568501,apparatus incentivization learning
US175568501,incentivization learning
US175568501,method apparatus incentivization
US175568501,apparatus incentivization
US175568501,incentivization
CA94047546,electronic employee selection
CA94047546,employee selection systems
CA94047546,employee selection
CA94047546,electronic employee
CA94047546,selection systems methods
WO2002013095,electronic employee selection
WO2002013095,employee selection systems
WO2002013095,employee selection
WO2002013095,electronic employee
WO2002013095,selection systems methods
GB437781542,unmanned aerial vehicle
GB437781542,unmanned aerial
GB437781542,aerial vehicle
GB437781542,unmanned
GB437781542,aerial
US41164442,xml student compositions
US41164442,producing structured sgml
US41164442,sgml xml student
US41164442,structured sgml xml
US41164442,structured sgml
US42736700,electronic grading
US42736700,grading
US42736700,electronic
CA94456522,utilizing immunologic information
CA94456522,immunologic information
CA94456522,processing utilizing immunologic
CA94456522,immunologic information individual
CA94456522,utilizing immunologic
IN223580845,location based user
IN223580845,gps hardware sms
IN223580845,location based
IN223580845,using gps
IN223580845,gps
WO2018116323,location based user
WO2018116323,search exchange gsm
WO2018116323,location based
WO2018116323,configurable information search
WO2018116323,information search exchange
KR446839089,이물질 여과용 스트레이너
KR446839089,배관의 이물질 여과용
KR446839089,여과용 스트레이너
KR446839089,이물질 여과용
KR446839089,배관의 이물질
CA93946780,universal forms engine
CA93946780,forms engine
CA93946780,universal forms
CA93946780,forms
CA93946780,universal
US427665733,entactogen assisted therapy
US427665733,assisted therapy alcohol
US427665733,therapy alcohol use
US427665733,therapy alcohol
US427665733,alcohol use disorder
WO2001039029,supply planning network
WO2001039029,reverse inventory management
WO2001039029,planning reverse inventory
WO2001039029,supply planning
WO2001039029,inventory management
US404074947,intelligent meeting agent
US404074947,meeting agent
US404074947,intelligent meeting
US404074947,meeting
US404074947,agent
IN372954220,writing skills intermediate
IN372954220,writing skills
IN372954220,enhance writing skills
IN372954220,tool enhance writing
IN372954220,l2 engineering students
GB437781538,processing hub energy
GB437781538,hub energy capture
GB437781538,energy capture utilisation
GB437781538,processing hub
GB437781538,energy capture
US339098729,healthcare services remotely
US339098729,method providing healthcare
US339098729,using electronic healthcare
US339098729,electronic healthcare
US339098729,electronic healthcare record
US41542578,match engine marketing
US41542578,engine marketing
US41542578,match engine
US41542578,marketing
US41542578,engine
US132700015,knowledge sharing knowledge
US132700015,seekers knowledge providers
US132700015,knowledge sharing
US132700015,sharing knowledge seekers
US132700015,knowledge transfer sessions
WO2024151977,augmented reality social
WO2024151977,social media platform
WO2024151977,reality social media
WO2024151977,augmented reality
WO2024151977,social media
US41628872,supply planning network
US41628872,technology sharing demand
US41628872,network based supply
US41628872,sharing demand supply
US41628872,technology sharing
US73377899,supply planning network
US73377899,technology sharing demand
US73377899,network based supply
US73377899,sharing demand supply
US73377899,technology sharing
US41699113,supply planning network
US41699113,technology sharing demand
US41699113,network based supply
US41699113,sharing demand supply
US41699113,technology sharing
US40460331,non linear negotiation
US40460331,linear negotiation
US40460331,negotiation
US40460331,method non linear
US40460331,non linear
US39947838,network framework required
US39947838,network framework
US39947838,prioritizing components network
US39947838,components network framework
US39947838,prioritizing components
WO2000073956,program representing priority
WO2000073956,representing priority information
WO2000073956,representing priority
WO2000073956,priority information
WO2000073956,priority information concerning
CN446864675,一种结晶器铜板表面涂层的制备方法
IN414844771,development mass communication
IN414844771,women development mass
IN414844771,women development
IN414844771,mass communication
IN414844771,communication
US95572001,booking time communication
US95572001,time communication session
US95572001,method booking time
US95572001,booking time
US95572001,communication session
WO2012134682,booking time communication
WO2012134682,time communication session
WO2012134682,method booking time
WO2012134682,booking time
WO2012134682,communication session
AU208326039,crispr enzyme mutations
AU208326039,crispr enzyme
AU208326039,crispr
AU208326039,mutations reducing target
AU208326039,enzyme mutations reducing
IN414856809,advanced digital education
IN414856809,digital education
IN414856809,advanced digital
IN414856809,digital
IN414856809,advanced
US43582061,scheduling planning maintenance
US43582061,planning maintenance service
US43582061,maintenance service network
US43582061,planning maintenance
US43582061,supply chain environment
US95993876,ewallet choice
US95993876,ewallet
US95993876,choice
US275479710,prevention myopia
US275479710,process prevention myopia
US275479710,myopia
US275479710,process prevention
US275479710,prevention
WO2001039082,proactive management maintenance
WO2001039082,maintenance service network
WO2001039082,management maintenance
WO2001039082,management maintenance service
WO2001039082,scheduling planning proactive
US39935251,collaborative installation management
US39935251,providing collaborative installation
US39935251,installation management network
US39935251,collaborative installation
US39935251,supply chain environment
US41958632,architecture sales tool
US41958632,based architecture sales
US41958632,architecture sales
US41958632,web based architecture
US41958632,sales tool
WO2022140267,conversational recruiting
WO2022140267,recruiting
WO2022140267,conversational
AU399837644,conversational recruiting
AU399837644,recruiting
AU399837644,conversational
CA399690323,conversational recruiting
CA399690323,recruiting
CA399690323,conversational
US43491679,nutritionally fortified liquid
US43491679,fortified liquid composition
US43491679,nutritionally fortified
US43491679,liquid composition added
US43491679,fortified liquid
WO2000073955,virtual shopping capable
WO2000073955,virtual shopping
WO2000073955,technology virtual shopping
WO2000073955,shopping capable assessing
WO2000073955,customer recommending product
US39629922,electronic employee selection
US39629922,employee selection systems
US39629922,employee selection
US39629922,electronic employee
US39629922,selection systems methods
US41204265,electronic employee selection
US41204265,employee selection systems
US41204265,employee selection
US41204265,electronic employee
US41204265,selection systems methods
CN446861023,一种基于压缩域的视频兴趣区提取改进压缩方法
IL4341373,advertisement using televison
IL4341373,targeted advertisement using
IL4341373,targeted advertisement
IL4341373,televison delivery systems
IL4341373,advertisement using
US39743410,targeted advertisement using
US39743410,targeted advertisement
US39743410,advertisement using television
US39743410,advertisement using
US39743410,television delivery systems
US40249995,advertisement using television
US40249995,targeted advertisement using
US40249995,targeted advertisement
US40249995,advertisement using
US40249995,television viewer information
WO1999052285,targeted advertisement using
WO1999052285,targeted advertisement
WO1999052285,advertisement using television
WO1999052285,advertisement using
WO1999052285,television delivery systems
US42659025,bias reduction using
US42659025,household panel data
US42659025,bias reduction
US42659025,data fusion household
US42659025,using data fusion
US318020928,chinese speech scoring
US318020928,speech scoring diagnosis
US318020928,speech scoring
US318020928,comprehensive chinese speech
US318020928,chinese speech
US91631724,copyrights content sharing
US91631724,managing copyrights content
US91631724,managing copyrights
US91631724,content sharing social
US91631724,content sharing
US225266539,copyrights content sharing
US225266539,managing copyrights content
US225266539,managing copyrights
US225266539,content sharing social
US225266539,content sharing
WO2024042508,geosynchronization aerial image
WO2024042508,geosynchronization aerial
WO2024042508,geosynchronization
WO2024042508,aerial image
WO2024042508,aerial image using
IN394088623,based virtual assistant
IN394088623,virtual assistant
IN394088623,using conversational agents
IN394088623,virtual assistant using
IN394088623,assistant using conversational
US362949027,educational tool
US362949027,educational
US362949027,tool
US42380960,knowledge based community
US42380960,based community solutions
US42380960,community solutions
US42380960,knowledge based
US42380960,method knowledge based
US225266337,display control device
US225266337,display control method
US225266337,display control
US225266337,control device display
US225266337,device display control
US401610240,healthcare services remotely
US401610240,method providing healthcare
US401610240,using electronic healthcare
US401610240,electronic healthcare
US401610240,electronic healthcare record
US43735128,device data monetization
US43735128,data monetization
US43735128,data monetization platform
US43735128,monetization platform
US43735128,monetization
US41585061,shared virtual environments
US41585061,motion force synchronization
US41585061,shared virtual
US41585061,force synchronization
US41585061,user shared virtual
US313893091,matching entity records
US313893091,entity resolution techniques
US313893091,techniques matching entity
US313893091,entity resolution
US313893091,matching entity
WO2009137196,interactive production marketing
WO2009137196,methods interactive production
WO2009137196,production marketing
WO2009137196,interactive production
WO2009137196,systems methods interactive
US76326092,topical adaptive networking
US76326092,social topical adaptive
US76326092,contextual transaction offers
US76326092,topical adaptive
US76326092,based contextual transaction
US124048672,automatic service offerings
US124048672,based automatic service
US124048672,automatic service
US124048672,service offerings
US124048672,service offerings users
US240622206,topical adaptive networking
US240622206,social topical adaptive
US240622206,contextual transaction offers
US240622206,topical adaptive
US240622206,based contextual transaction
US369785814,grouped content recommendations
US369785814,automatic grouped content
US369785814,recommendations users social
US369785814,grouped content
US369785814,based automatic grouped
US73925845,phase delivery components
US73925845,required implementation technology
US73925845,implementation technology
US73925845,phase delivery
US73925845,components required implementation
WO2000073930,manufacture phase delivery
WO2000073930,phase delivery components
WO2000073930,phase delivery
WO2000073930,manufacture phase
WO2000073930,delivery components
US429376224,gaze tracking utterance
US429376224,analysis using gaze
US429376224,using gaze tracking
US429376224,gaze tracking
US429376224,using gaze
WO2001039030,asset management commerce
WO2001039030,cycle asset management
WO2001039030,life cycle asset
WO2001039030,asset management
WO2001039030,cycle asset
US42441332,analyzing vendors components
US42441332,vendors components
US42441332,vendors components required
US42441332,analyzing vendors
US42441332,comparatively analyzing vendors
US39938994,network based supply
US39938994,based supply chain
US39938994,supply chain
US39938994,filtering events standard
US39938994,translating filtering events
US437768731,augmented reality social
US437768731,social media platform
US437768731,reality social media
US437768731,augmented reality
US437768731,social media
US437308491,augmented reality social
US437308491,social media platform
US437308491,reality social media
US437308491,augmented reality
US437308491,social media
US130241762,platform education entertainment
US130241762,devices platform education
US130241762,platform education
US130241762,devices platform
US130241762,education entertainment
US39534639,distributing enhanced media
US39534639,enhanced media downstreams
US39534639,media downstreams
US39534639,producing distributing enhanced
US39534639,enhanced media
US197907894,recommendations skill gap
US197907894,skill gap prediction
US197907894,driven skill recommendations
US197907894,data driven skill
US197907894,skill recommendations skill
US43523734,memory modification
US43523734,method memory modification
US43523734,computational method memory
US43523734,computational method
US43523734,method memory
US403066983,healthcare services remotely
US403066983,method providing healthcare
US403066983,using electronic healthcare
US403066983,electronic healthcare
US403066983,electronic healthcare record
IN375640613,pgk technologies private
IN375640613,pgk technologies
IN375640613,technologies private limited
IN375640613,technologies private
IN375640613,private limited
US39885427,universal forms engine
US39885427,forms engine
US39885427,universal forms
US39885427,forms
US39885427,universal
US390994006,automatic design assessment
US390994006,design assessment smart
US390994006,assessment smart analysis
US390994006,design assessment
US390994006,smart analysis
US43740009,memory modification
US43740009,method memory modification
US43740009,computational method memory
US43740009,computational method
US43740009,method memory
WO2015127445,educational literary composition
WO2015127445,literary composition
WO2015127445,educational literary
WO2015127445,literary
WO2015127445,composition
US185322323,educational literary composition
US185322323,literary composition
US185322323,educational literary
US185322323,literary
US185322323,composition
WO2002087244,distributing enhanced media
WO2002087244,enhanced media downstreams
WO2002087244,media downstreams
WO2002087244,producing distributing enhanced
WO2002087244,enhanced media
US42572983,matching network mobile
US42572983,network mobile devices
US42572983,matching network
US42572983,network mobile
US42572983,mobile devices
US42163663,financial account management
US42163663,account management
US42163663,systems financial account
US42163663,financial account
US42163663,methods systems financial
US43024436,financial account management
US43024436,account management
US43024436,systems financial account
US43024436,financial account
US43024436,methods systems financial
US418582944,virtual collaboration method
US418582944,virtual collaboration
US418582944,collaboration method
US418582944,collaboration
US418582944,virtual
US300131533,ocular disorders using
US300131533,treatment ocular disorders
US300131533,ocular disorders
US300131533,treatment ocular
US300131533,ocular
US449217682,dynamic trust score
US449217682,trust score
US449217682,dynamic trust
US449217682,trust
US449217682,dynamic
US345565713,financial life story
US345565713,formation financial life
US345565713,financial life
US345565713,financial
US345565713,formation financial
NZ179029587,targeted advertisement using
NZ179029587,targeted advertisement
NZ179029587,advertisement using television
NZ179029587,advertisement using
NZ179029587,television delivery systems
EP13736961,zuweisung gezielter werbung
EP13736961,gezielter werbung mehrere
EP13736961,werbung mehrere rundfunkkanäle
EP13736961,gezielter werbung
EP13736961,zuweisung gezielter
EP13736963,werbung fernseh endgeräte
EP13736963,fernseh endgeräte
EP13736963,von werbung fernseh
EP13736963,werbung fernseh
EP13736963,weitergabe von werbung
EP13452545,verwendung eines fernsehverteilsystems
EP13452545,eines fernsehverteilsystems
EP13452545,fernsehverteilsystems
EP13452545,gezielte werbung unter
EP13452545,werbung unter verwendung
AU193769307,targeted advertisement using
AU193769307,targeted advertisement
AU193769307,advertisement using television
AU193769307,advertisement using
AU193769307,television delivery systems
US279745747,tracking measuring recruits
US279745747,recruits improving applicants
US279745747,applicants candidates experts
US279745747,measuring recruits improving
US279745747,improving applicants candidates
US73536636,visibility installation management
US73536636,installation management network
US73536636,installation management
US73536636,enhanced visibility installation
US73536636,visibility installation
US73827762,visibility installation management
US73827762,installation management network
US73827762,supply chain environment
US73827762,installation management
US73827762,enhanced visibility installation
US40109747,contest server
US40109747,contest
US40109747,server
US43525151,memory modification
US43525151,method memory modification
US43525151,computational method memory
US43525151,computational method
US43525151,method memory
US344956291,processing risk management
US344956291,apparatus processing risk
US344956291,risk management feature
US344956291,processing risk
US344956291,factors electronic device
